x	y	z
0.933	0.80341	0.0884606
0.934	0.804005	0.0884359
0.935	0.804599	0.0884109
0.936	0.805192	0.0883855
0.937	0.805785	0.0883597
0.938	0.806377	0.0883336
0.939	0.806968	0.0883072
0.94	0.807558	0.0882804
0.941	0.808147	0.0882532
0.942	0.808736	0.0882258
0.943	0.809324	0.0881979
0.944	0.809911	0.0881698
0.945	0.810497	0.0881412
0.946	0.811082	0.0881124
0.947	0.811667	0.0880832
0.948	0.812251	0.0880536
0.949	0.812833	0.0880237
0.95	0.813416	0.0879935
0.951	0.813997	0.0879629
0.952	0.814577	0.0879319
0.953	0.815157	0.0879006
0.954	0.815736	0.087869
0.955	0.816314	0.087837
0.956	0.816891	0.0878047
0.957	0.817467	0.087772
0.958	0.818043	0.087739
0.959	0.818618	0.0877056
0.96	0.819192	0.0876718
0.961	0.819765	0.0876378
0.962	0.820337	0.0876033
0.963	0.820908	0.0875686
0.964	0.821479	0.0875334
0.965	0.822049	0.087498
0.966	0.822618	0.0874622
0.967	0.823186	0.087426
0.968	0.823753	0.0873895
0.969	0.82432	0.0873526
0.97	0.824886	0.0873154
0.971	0.825451	0.0872778
0.972	0.826015	0.0872399
0.973	0.826578	0.0872016
0.974	0.82714	0.087163
0.975	0.827702	0.087124
0.976	0.828263	0.0870847
0.977	0.828823	0.087045
0.978	0.829382	0.087005
0.979	0.82994	0.0869646
0.98	0.830497	0.0869239
0.981	0.831054	0.0868828
0.982	0.83161	0.0868414
0.983	0.832165	0.0867996
0.984	0.832719	0.0867575
0.985	0.833272	0.086715
0.986	0.833825	0.0866722
0.987	0.834376	0.086629
0.988	0.834927	0.0865854
0.989	0.835477	0.0865415
0.99	0.836026	0.0864973
0.991	0.836574	0.0864527
0.992	0.837122	0.0864077
0.993	0.837668	0.0863624
0.994	0.838214	0.0863168
0.995	0.838759	0.0862708
0.996	0.839303	0.0862244
0.997	0.839846	0.0861777
0.998	0.840389	0.0861306
0.999	0.84093	0.0860832
1	0.841471	0.0860354
1.001	0.842011	0.0859873
1.002	0.84255	0.0859388
1.003	0.843088	0.0858899
1.004	0.843625	0.0858407
1.005	0.844162	0.0857912
1.006	0.844698	0.0857413
1.007	0.845232	0.085691
1.008	0.845766	0.0856404
1.009	0.8463	0.0855894
1.01	0.846832	0.0855381
1.011	0.847363	0.0854864
1.012	0.847894	0.0854344
1.013	0.848424	0.085382
1.014	0.848953	0.0853293
1.015	0.849481	0.0852762
1.016	0.850008	0.0852227
1.017	0.850534	0.0851689
1.018	0.85106	0.0851147
1.019	0.851584	0.0850602
1.02	0.852108	0.0850053
1.021	0.852631	0.0849501
1.022	0.853153	0.0848945
1.023	0.853674	0.0848385
1.024	0.854195	0.0847822
1.025	0.854714	0.0847255
1.026	0.855233	0.0846685
1.027	0.855751	0.0846111
1.028	0.856268	0.0845534
1.029	0.856784	0.0844953
1.03	0.857299	0.0844368
1.031	0.857813	0.084378
1.032	0.858327	0.0843189
1.033	0.85884	0.0842593
1.034	0.859351	0.0841995
1.035	0.859862	0.0841392
1.036	0.860372	0.0840786
1.037	0.860882	0.0840177
1.038	0.86139	0.0839564
1.039	0.861898	0.0838947
1.04	0.862404	0.0838327
1.041	0.86291	0.0837703
1.042	0.863415	0.0837075
1.043	0.863919	0.0836444
1.044	0.864422	0.0835809
1.045	0.864925	0.0835171
1.046	0.865426	0.0834529
1.047	0.865927	0.0833884
1.048	0.866426	0.0833235
1.049	0.866925	0.0832582
1.05	0.867423	0.0831926
1.051	0.86792	0.0831266
1.052	0.868417	0.0830603
1.053	0.868912	0.0829936
1.054	0.869407	0.0829265
1.055	0.8699	0.0828591
1.056	0.870393	0.0827913
1.057	0.870885	0.0827232
1.058	0.871376	0.0826547
1.059	0.871866	0.0825858
1.06	0.872355	0.0825166
1.061	0.872844	0.082447
1.062	0.873331	0.0823771
1.063	0.873818	0.0823068
1.064	0.874304	0.0822361
1.065	0.874789	0.0821651
1.066	0.875273	0.0820937
1.067	0.875756	0.082022
1.068	0.876239	0.0819499
1.069	0.87672	0.0818774
1.07	0.877201	0.0818046
1.071	0.87768	0.0817314
1.072	0.878159	0.0816579
1.073	0.878637	0.081584
1.074	0.879114	0.0815097
1.075	0.87959	0.0814351
1.076	0.880065	0.0813601
1.077	0.88054	0.0812847
1.078	0.881013	0.081209
1.079	0.881486	0.0811329
1.08	0.881958	0.0810565
1.081	0.882429	0.0809797
1.082	0.882899	0.0809025
1.083	0.883368	0.080825
1.084	0.883836	0.0807471
1.085	0.884303	0.0806688
1.086	0.88477	0.0805902
1.087	0.885235	0.0805112
1.088	0.8857	0.0804319
1.089	0.886164	0.0803522
1.09	0.886627	0.0802721
1.091	0.887089	0.0801917
1.092	0.88755	0.0801109
1.093	0.88801	0.0800298
1.094	0.88847	0.0799483
1.095	0.888928	0.0798664
1.096	0.889386	0.0797841
1.097	0.889843	0.0797015
1.098	0.890298	0.0796186
1.099	0.890753	0.0795352
1.1	0.891207	0.0794515
1.101	0.891661	0.0793675
1.102	0.892113	0.0792831
1.103	0.892564	0.0791983
1.104	0.893015	0.0791131
1.105	0.893464	0.0790276
1.106	0.893913	0.0789418
1.107	0.894361	0.0788555
1.108	0.894808	0.0787689
1.109	0.895254	0.078682
1.11	0.895699	0.0785946
1.111	0.896143	0.0785069
1.112	0.896586	0.0784189
1.113	0.897029	0.0783305
1.114	0.89747	0.0782417
1.115	0.897911	0.0781525
1.116	0.898351	0.078063
1.117	0.898789	0.0779731
1.118	0.899227	0.0778829
1.119	0.899664	0.0777923
1.12	0.9001	0.0777013
1.121	0.900536	0.07761
1.122	0.90097	0.0775183
1.123	0.901403	0.0774262
1.124	0.901836	0.0773338
1.125	0.902268	0.077241
1.126	0.902698	0.0771479
1.127	0.903128	0.0770543
1.128	0.903557	0.0769605
1.129	0.903985	0.0768662
1.13	0.904412	0.0767716
1.131	0.904838	0.0766766
1.132	0.905264	0.0765813
1.133	0.905688	0.0764856
1.134	0.906112	0.0763895
1.135	0.906534	0.076293
1.136	0.906956	0.0761962
1.137	0.907377	0.0760991
1.138	0.907796	0.0760015
1.139	0.908215	0.0759036
1.14	0.908633	0.0758054
1.141	0.909051	0.0757067
1.142	0.909467	0.0756077
1.143	0.909882	0.0755084
1.144	0.910297	0.0754087
1.145	0.91071	0.0753086
1.146	0.911123	0.0752081
1.147	0.911534	0.0751073
1.148	0.911945	0.0750061
1.149	0.912355	0.0749046
1.15	0.912764	0.0748026
1.151	0.913172	0.0747004
1.152	0.913579	0.0745977
1.153	0.913985	0.0744947
1.154	0.914391	0.0743913
1.155	0.914795	0.0742876
1.156	0.915198	0.0741835
1.157	0.915601	0.074079
1.158	0.916003	0.0739741
1.159	0.916403	0.0738689
1.16	0.916803	0.0737634
1.161	0.917202	0.0736574
1.162	0.9176	0.0735511
1.163	0.917997	0.0734444
1.164	0.918393	0.0733374
1.165	0.918788	0.07323
1.166	0.919183	0.0731222
1.167	0.919576	0.0730141
1.168	0.919968	0.0729056
1.169	0.92036	0.0727967
1.17	0.920751	0.0726875
1.171	0.92114	0.0725779
1.172	0.921529	0.0724679
1.173	0.921917	0.0723576
1.174	0.922304	0.0722469
1.175	0.92269	0.0721358
1.176	0.923075	0.0720244
1.177	0.923459	0.0719126
1.178	0.923842	0.0718005
1.179	0.924225	0.0716879
1.18	0.924606	0.071575
1.181	0.924986	0.0714618
1.182	0.925366	0.0713482
1.183	0.925745	0.0712342
1.184	0.926122	0.0711198
1.185	0.926499	0.0710051
1.186	0.926875	0.07089
1.187	0.92725	0.0707746
1.188	0.927624	0.0706587
1.189	0.927997	0.0705425
1.19	0.928369	0.070426
1.191	0.92874	0.0703091
1.192	0.92911	0.0701918
1.193	0.92948	0.0700741
1.194	0.929848	0.0699561
1.195	0.930216	0.0698377
1.196	0.930582	0.069719
1.197	0.930948	0.0695999
1.198	0.931313	0.0694804
1.199	0.931676	0.0693605
1.2	0.932039	0.0692403
1.201	0.932401	0.0691198
1.202	0.932762	0.0689988
1.203	0.933122	0.0688775
1.204	0.933481	0.0687558
1.205	0.933839	0.0686338
1.206	0.934196	0.0685114
1.207	0.934553	0.0683886
1.208	0.934908	0.0682655
1.209	0.935263	0.0681419
1.21	0.935616	0.0680181
1.211	0.935969	0.0678938
1.212	0.93632	0.0677692
1.213	0.936671	0.0676443
1.214	0.937021	0.0675189
1.215	0.937369	0.0673932
1.216	0.937717	0.0672671
1.217	0.938064	0.0671407
1.218	0.93841	0.0670139
1.219	0.938755	0.0668867
1.22	0.939099	0.0667592
1.221	0.939443	0.0666313
1.222	0.939785	0.066503
1.223	0.940126	0.0663744
1.224	0.940466	0.0662454
1.225	0.940806	0.0661161
1.226	0.941144	0.0659863
1.227	0.941482	0.0658562
1.228	0.941818	0.0657258
1.229	0.942154	0.0655949
1.23	0.942489	0.0654638
1.231	0.942823	0.0653322
1.232	0.943155	0.0652003
1.233	0.943487	0.065068
1.234	0.943818	0.0649353
1.235	0.944148	0.0648023
1.236	0.944477	0.0646689
1.237	0.944805	0.0645352
1.238	0.945133	0.0644011
1.239	0.945459	0.0642666
1.24	0.945784	0.0641318
1.241	0.946108	0.0639965
1.242	0.946432	0.063861
1.243	0.946754	0.063725
1.244	0.947076	0.0635887
1.245	0.947396	0.063452
1.246	0.947716	0.063315
1.247	0.948034	0.0631776
1.248	0.948352	0.0630398
1.249	0.948669	0.0629017
1.25	0.948985	0.0627632
1.251	0.949299	0.0626243
1.252	0.949613	0.0624851
1.253	0.949926	0.0623455
1.254	0.950238	0.0622056
1.255	0.950549	0.0620652
1.256	0.950859	0.0619246
1.257	0.951169	0.0617835
1.258	0.951477	0.0616421
1.259	0.951784	0.0615003
1.26	0.95209	0.0613582
1.261	0.952396	0.0612157
1.262	0.9527	0.0610728
1.263	0.953004	0.0609295
1.264	0.953306	0.0607859
1.265	0.953608	0.060642
1.266	0.953908	0.0604976
1.267	0.954208	0.0603529
1.268	0.954506	0.0602079
1.269	0.954804	0.0600625
1.27	0.955101	0.0599167
1.271	0.955397	0.0597705
1.272	0.955692	0.059624
1.273	0.955985	0.0594771
1.274	0.956278	0.0593299
1.275	0.95657	0.0591823
1.276	0.956861	0.0590343
1.277	0.957151	0.058886
1.278	0.957441	0.0587373
1.279	0.957729	0.0585882
1.28	0.958016	0.0584388
1.281	0.958302	0.058289
1.282	0.958587	0.0581388
1.283	0.958872	0.0579883
1.284	0.959155	0.0578374
1.285	0.959437	0.0576862
1.286	0.959719	0.0575346
1.287	0.959999	0.0573826
1.288	0.960279	0.0572303
1.289	0.960557	0.0570776
1.29	0.960835	0.0569245
1.291	0.961112	0.0567711
1.292	0.961387	0.0566173
1.293	0.961662	0.0564632
1.294	0.961936	0.0563086
1.295	0.962209	0.0561538
1.296	0.96248	0.0559985
1.297	0.962751	0.0558429
1.298	0.963021	0.055687
1.299	0.96329	0.0555306
1.3	0.963558	0.055374
1.301	0.963825	0.0552169
1.302	0.964091	0.0550595
1.303	0.964356	0.0549017
1.304	0.96462	0.0547436
1.305	0.964884	0.0545851
1.306	0.965146	0.0544262
1.307	0.965407	0.054267
1.308	0.965667	0.0541074
1.309	0.965927	0.0539475
1.31	0.966185	0.0537872
1.311	0.966442	0.0536265
1.312	0.966699	0.0534655
1.313	0.966954	0.0533041
1.314	0.967209	0.0531424
1.315	0.967462	0.0529802
1.316	0.967715	0.0528178
1.317	0.967966	0.0526549
1.318	0.968217	0.0524917
1.319	0.968466	0.0523282
1.32	0.968715	0.0521643
1.321	0.968963	0.052
1.322	0.96921	0.0518354
1.323	0.969455	0.0516704
1.324	0.9697	0.051505
1.325	0.969944	0.0513393
1.326	0.970187	0.0511732
1.327	0.970429	0.0510068
1.328	0.970669	0.05084
1.329	0.970909	0.0506728
1.33	0.971148	0.0505053
1.331	0.971386	0.0503374
1.332	0.971623	0.0501692
1.333	0.971859	0.0500006
1.334	0.972095	0.0498316
1.335	0.972329	0.0496623
1.336	0.972562	0.0494926
1.337	0.972794	0.0493226
1.338	0.973025	0.0491522
1.339	0.973255	0.0489814
1.34	0.973485	0.0488103
1.341	0.973713	0.0486388
1.342	0.97394	0.048467
1.343	0.974166	0.0482948
1.344	0.974392	0.0481223
1.345	0.974616	0.0479494
1.346	0.97484	0.0477761
1.347	0.975062	0.0476025
1.348	0.975283	0.0474285
1.349	0.975504	0.0472542
1.35	0.975723	0.0470795
1.351	0.975942	0.0469044
1.352	0.976159	0.046729
1.353	0.976376	0.0465532
1.354	0.976592	0.0463771
1.355	0.976806	0.0462006
1.356	0.97702	0.0460238
1.357	0.977232	0.0458466
1.358	0.977444	0.045669
1.359	0.977655	0.0454911
1.36	0.977865	0.0453128
1.361	0.978073	0.0451342
1.362	0.978281	0.0449552
1.363	0.978488	0.0447759
1.364	0.978694	0.0445962
1.365	0.978899	0.0444161
1.366	0.979102	0.0442357
1.367	0.979305	0.044055
1.368	0.979507	0.0438738
1.369	0.979708	0.0436924
1.37	0.979908	0.0435105
1.371	0.980107	0.0433283
1.372	0.980305	0.0431458
1.373	0.980502	0.0429629
1.374	0.980698	0.0427796
1.375	0.980893	0.042596
1.376	0.981087	0.0424121
1.377	0.98128	0.0422278
1.378	0.981472	0.0420431
1.379	0.981663	0.041858
1.38	0.981854	0.0416727
1.381	0.982043	0.0414869
1.382	0.982231	0.0413008
1.383	0.982418	0.0411144
1.384	0.982604	0.0409276
1.385	0.982789	0.0407404
1.386	0.982974	0.0405529
1.387	0.983157	0.0403651
1.388	0.983339	0.0401769
1.389	0.983521	0.0399883
1.39	0.983701	0.0397994
1.391	0.98388	0.0396101
1.392	0.984058	0.0394205
1.393	0.984236	0.0392305
1.394	0.984412	0.0390402
1.395	0.984588	0.0388495
1.396	0.984762	0.0386584
1.397	0.984935	0.038467
1.398	0.985108	0.0382753
1.399	0.985279	0.0380832
1.4	0.98545	0.0378908
1.401	0.985619	0.037698
1.402	0.985788	0.0375048
1.403	0.985955	0.0373113
1.404	0.986122	0.0371175
1.405	0.986287	0.0369233
1.406	0.986452	0.0367287
1.407	0.986615	0.0365338
1.408	0.986778	0.0363385
1.409	0.98694	0.0361429
1.41	0.9871	0.035947
1.411	0.98726	0.0357507
1.412	0.987418	0.035554
1.413	0.987576	0.035357
1.414	0.987733	0.0351597
1.415	0.987888	0.034962
1.416	0.988043	0.0347639
1.417	0.988197	0.0345655
1.418	0.988349	0.0343667
1.419	0.988501	0.0341676
1.42	0.988652	0.0339682
1.421	0.988801	0.0337684
1.422	0.98895	0.0335682
1.423	0.989098	0.0333677
1.424	0.989245	0.0331669
1.425	0.989391	0.0329657
1.426	0.989535	0.0327641
1.427	0.989679	0.0325623
1.428	0.989822	0.03236
1.429	0.989964	0.0321574
1.43	0.990105	0.0319545
1.431	0.990244	0.0317512
1.432	0.990383	0.0315476
1.433	0.990521	0.0313436
1.434	0.990658	0.0311393
1.435	0.990794	0.0309346
1.436	0.990929	0.0307296
1.437	0.991063	0.0305242
1.438	0.991196	0.0303185
1.439	0.991327	0.0301125
1.44	0.991458	0.0299061
1.441	0.991588	0.0296993
1.442	0.991717	0.0294922
1.443	0.991845	0.0292848
1.444	0.991972	0.029077
1.445	0.992098	0.0288689
1.446	0.992223	0.0286604
1.447	0.992347	0.0284516
1.448	0.99247	0.0282424
1.449	0.992592	0.0280329
1.45	0.992713	0.0278231
1.451	0.992833	0.0276129
1.452	0.992952	0.0274024
1.453	0.99307	0.0271915
1.454	0.993187	0.0269803
1.455	0.993303	0.0267687
1.456	0.993418	0.0265568
1.457	0.993532	0.0263445
1.458	0.993645	0.0261319
1.459	0.993757	0.025919
1.46	0.993868	0.0257057
1.461	0.993978	0.0254921
1.462	0.994088	0.0252781
1.463	0.994196	0.0250638
1.464	0.994303	0.0248492
1.465	0.994409	0.0246342
1.466	0.994514	0.0244188
1.467	0.994618	0.0242032
1.468	0.994721	0.0239872
1.469	0.994823	0.0237708
1.47	0.994924	0.0235541
1.471	0.995024	0.0233371
1.472	0.995124	0.0231197
1.473	0.995222	0.022902
1.474	0.995319	0.0226839
1.475	0.995415	0.0224655
1.476	0.99551	0.0222468
1.477	0.995604	0.0220277
1.478	0.995698	0.0218083
1.479	0.99579	0.0215886
1.48	0.995881	0.0213685
1.481	0.995971	0.021148
1.482	0.99606	0.0209273
1.483	0.996148	0.0207062
1.484	0.996236	0.0204847
1.485	0.996322	0.0202629
1.486	0.996407	0.0200408
1.487	0.996491	0.0198184
1.488	0.996574	0.0195956
1.489	0.996657	0.0193724
1.49	0.996738	0.019149
1.491	0.996818	0.0189252
1.492	0.996897	0.018701
1.493	0.996975	0.0184766
1.494	0.997053	0.0182517
1.495	0.997129	0.0180266
1.496	0.997204	0.0178011
1.497	0.997278	0.0175753
1.498	0.997352	0.0173491
1.499	0.997424	0.0171227
1.5	0.997495	0.0168958
1.501	0.997565	0.0166687
1.502	0.997634	0.0164412
1.503	0.997703	0.0162133
1.504	0.99777	0.0159852
1.505	0.997836	0.0157567
1.506	0.997901	0.0155279
1.507	0.997966	0.0152987
1.508	0.998029	0.0150692
1.509	0.998091	0.0148394
1.51	0.998152	0.0146092
1.511	0.998213	0.0143787
1.512	0.998272	0.0141479
1.513	0.99833	0.0139167
1.514	0.998388	0.0136853
1.515	0.998444	0.0134534
1.516	0.998499	0.0132213
1.517	0.998553	0.0129888
1.518	0.998607	0.012756
1.519	0.998659	0.0125228
1.52	0.99871	0.0122894
1.521	0.99876	0.0120556
1.522	0.99881	0.0118214
1.523	0.998858	0.011587
1.524	0.998905	0.0113522
1.525	0.998952	0.011117
1.526	0.998997	0.0108816
1.527	0.999041	0.0106458
1.528	0.999084	0.0104097
1.529	0.999127	0.0101732
1.53	0.999168	0.00993648
1.531	0.999208	0.00969938
1.532	0.999248	0.00946195
1.533	0.999286	0.0092242
1.534	0.999323	0.00898612
1.535	0.999359	0.00874771
1.536	0.999395	0.00850898
1.537	0.999429	0.00826992
1.538	0.999462	0.00803053
1.539	0.999495	0.00779081
1.54	0.999526	0.00755077
1.541	0.999556	0.00731041
1.542	0.999585	0.00706971
1.543	0.999614	0.0068287
1.544	0.999641	0.00658735
1.545	0.999667	0.00634569
1.546	0.999693	0.00610369
1.547	0.999717	0.00586138
1.548	0.99974	0.00561874
1.549	0.999762	0.00537577
1.55	0.999784	0.00513248
1.551	0.999804	0.00488887
1.552	0.999823	0.00464493
1.553	0.999842	0.00440067
1.554	0.999859	0.00415609
1.555	0.999875	0.00391119
1.556	0.999891	0.00366596
1.557	0.999905	0.00342041
1.558	0.999918	0.00317454
1.559	0.99993	0.00292835
1.56	0.999942	0.00268184
1.561	0.999952	0.002435
1.562	0.999961	0.00218785
1.563	0.99997	0.00194037
1.564	0.999977	0.00169258
1.565	0.999983	0.00144446
1.566	0.999988	0.00119602
1.567	0.999993	0.000947266
1.568	0.999996	0.00069819
1.569	0.999998	0.000448795
1.57	1	0.000199082
1.571	1	-5.09507e-05
1.572	0.999999	-0.000301302
1.573	0.999998	-0.000551971
1.574	0.999995	-0.000802957
1.575	0.999991	-0.00105426
1.576	0.999986	-0.00130588
1.577	0.999981	-0.00155782
1.578	0.999974	-0.00181008
1.579	0.999966	-0.00206265
1.58	0.999958	-0.00231554
1.581	0.999948	-0.00256875
1.582	0.999937	-0.00282227
1.583	0.999926	-0.0030761
1.584	0.999913	-0.00333026
1.585	0.999899	-0.00358472
1.586	0.999884	-0.00383951
1.587	0.999869	-0.0040946
1.588	0.999852	-0.00435001
1.589	0.999834	-0.00460574
1.59	0.999816	-0.00486178
1.591	0.999796	-0.00511813
1.592	0.999775	-0.0053748
1.593	0.999754	-0.00563177
1.594	0.999731	-0.00588907
1.595	0.999707	-0.00614667
1.596	0.999682	-0.00640459
1.597	0.999657	-0.00666281
1.598	0.99963	-0.00692135
1.599	0.999602	-0.00718021
1.6	0.999574	-0.00743937
1.601	0.999544	-0.00769884
1.602	0.999513	-0.00795863
1.603	0.999482	-0.00821872
1.604	0.999449	-0.00847913
1.605	0.999415	-0.00873984
1.606	0.99938	-0.00900086
1.607	0.999345	-0.0092622
1.608	0.999308	-0.00952384
1.609	0.99927	-0.00978579
1.61	0.999232	-0.010048
1.611	0.999192	-0.0103106
1.612	0.999151	-0.0105735
1.613	0.99911	-0.0108367
1.614	0.999067	-0.0111002
1.615	0.999023	-0.011364
1.616	0.998978	-0.0116281
1.617	0.998933	-0.0118925
1.618	0.998886	-0.0121572
1.619	0.998838	-0.0124222
1.62	0.99879	-0.0126875
1.621	0.99874	-0.0129532
1.622	0.998689	-0.0132191
1.623	0.998638	-0.0134854
1.624	0.998585	-0.0137519
1.625	0.998531	-0.0140188
1.626	0.998477	-0.0142859
1.627	0.998421	-0.0145534
1.628	0.998364	-0.0148211
1.629	0.998307	-0.0150892
1.63	0.998248	-0.0153576
1.631	0.998188	-0.0156263
1.632	0.998128	-0.0158952
1.633	0.998066	-0.0161645
1.634	0.998003	-0.0164341
1.635	0.99794	-0.016704
1.636	0.997875	-0.0169741
1.637	0.997809	-0.0172446
1.638	0.997743	-0.0175154
1.639	0.997675	-0.0177865
1.64	0.997606	-0.0180579
1.641	0.997537	-0.0183296
1.642	0.997466	-0.0186015
1.643	0.997394	-0.0188738
1.644	0.997322	-0.0191464
1.645	0.997248	-0.0194193
1.646	0.997174	-0.0196925
1.647	0.997098	-0.0199659
1.648	0.997021	-0.0202397
1.649	0.996944	-0.0205138
1.65	0.996865	-0.0207881
1.651	0.996785	-0.0210628
1.652	0.996705	-0.0213378
1.653	0.996623	-0.021613
1.654	0.996541	-0.0218886
1.655	0.996457	-0.0221644
1.656	0.996372	-0.0224405
1.657	0.996287	-0.022717
1.658	0.9962	-0.0229937
1.659	0.996113	-0.0232707
1.66	0.996024	-0.0235481
1.661	0.995934	-0.0238257
1.662	0.995844	-0.0241036
1.663	0.995752	-0.0243818
1.664	0.99566	-0.0246603
1.665	0.995566	-0.024939
1.666	0.995472	-0.0252181
1.667	0.995376	-0.0254975
1.668	0.995279	-0.0257772
1.669	0.995182	-0.0260571
1.67	0.995083	-0.0263373
1.671	0.994984	-0.0266179
1.672	0.994883	-0.0268987
1.673	0.994782	-0.0271798
1.674	0.994679	-0.0274612
1.675	0.994576	-0.0277429
1.676	0.994471	-0.0280249
1.677	0.994366	-0.0283072
1.678	0.994259	-0.0285897
1.679	0.994152	-0.0288726
1.68	0.994043	-0.0291557
1.681	0.993934	-0.0294391
1.682	0.993823	-0.0297228
1.683	0.993712	-0.0300068
1.684	0.993599	-0.0302911
1.685	0.993486	-0.0305757
1.686	0.993371	-0.0308605
1.687	0.993256	-0.0311457
1.688	0.99314	-0.0314311
1.689	0.993022	-0.0317168
1.69	0.992904	-0.0320028
1.691	0.992784	-0.0322891
1.692	0.992664	-0.0325756
1.693	0.992542	-0.0328625
1.694	0.99242	-0.0331496
1.695	0.992297	-0.033437
1.696	0.992172	-0.0337247
1.697	0.992047	-0.0340127
1.698	0.991921	-0.0343009
1.699	0.991793	-0.0345895
1.7	0.991665	-0.0348783
1.701	0.991535	-0.0351674
1.702	0.991405	-0.0354568
1.703	0.991274	-0.0357464
1.704	0.991142	-0.0360364
1.705	0.991008	-0.0363266
1.706	0.990874	-0.0366171
1.707	0.990739	-0.0369079
1.708	0.990602	-0.0371989
1.709	0.990465	-0.0374903
1.71	0.990327	-0.0377819
1.711	0.990188	-0.0380738
1.712	0.990047	-0.0383659
1.713	0.989906	-0.0386584
1.714	0.989764	-0.0389511
1.715	0.989621	-0.0392441
1.716	0.989476	-0.0395374
1.717	0.989331	-0.0398309
1.718	0.989185	-0.0401248
1.719	0.989038	-0.0404189
1.72	0.98889	-0.0407132
1.721	0.988741	-0.0410079
1.722	0.98859	-0.0413028
1.723	0.988439	-0.041598
1.724	0.988287	-0.0418935
1.725	0.988134	-0.0421892
1.726	0.98798	-0.0424853
1.727	0.987825	-0.0427815
1.728	0.987669	-0.0430781
1.729	0.987512	-0.0433749
1.73	0.987354	-0.043672
1.731	0.987195	-0.0439694
1.732	0.987035	-0.044267
1.733	0.986874	-0.044565
1.734	0.986712	-0.0448631
1.735	0.986549	-0.0451616
1.736	0.986385	-0.0454603
1.737	0.98622	-0.0457593
1.738	0.986054	-0.0460586
1.739	0.985887	-0.0463581
1.74	0.985719	-0.0466579
1.741	0.98555	-0.046958
1.742	0.98538	-0.0472583
1.743	0.98521	-0.0475589
1.744	0.985038	-0.0478597
1.745	0.984865	-0.0481609
1.746	0.984691	-0.0484623
1.747	0.984516	-0.0487639
1.748	0.98434	-0.0490658
1.749	0.984164	-0.049368
1.75	0.983986	-0.0496705
1.751	0.983807	-0.0499732
1.752	0.983627	-0.0502762
1.753	0.983447	-0.0505794
1.754	0.983265	-0.0508829
1.755	0.983082	-0.0511867
1.756	0.982899	-0.0514907
1.757	0.982714	-0.051795
1.758	0.982529	-0.0520995
1.759	0.982342	-0.0524044
1.76	0.982154	-0.0527094
1.761	0.981966	-0.0530148
1.762	0.981776	-0.0533204
1.763	0.981586	-0.0536262
1.764	0.981394	-0.0539323
1.765	0.981202	-0.0542387
1.766	0.981008	-0.0545453
1.767	0.980814	-0.0548522
1.768	0.980618	-0.0551593
1.769	0.980422	-0.0554667
1.77	0.980224	-0.0557744
1.771	0.980026	-0.0560823
1.772	0.979827	-0.0563905
1.773	0.979626	-0.0566989
1.774	0.979425	-0.0570076
1.775	0.979223	-0.0573165
1.776	0.97902	-0.0576257
1.777	0.978815	-0.0579351
1.778	0.97861	-0.0582448
1.779	0.978404	-0.0585548
1.78	0.978197	-0.058865
1.781	0.977988	-0.0591755
1.782	0.977779	-0.0594862
1.783	0.977569	-0.0597971
1.784	0.977358	-0.0601083
1.785	0.977146	-0.0604198
1.786	0.976933	-0.0607315
1.787	0.976719	-0.0610435
1.788	0.976504	-0.0613557
1.789	0.976288	-0.0616682
1.79	0.976071	-0.0619809
1.791	0.975853	-0.0622938
1.792	0.975634	-0.062607
1.793	0.975414	-0.0629205
1.794	0.975193	-0.0632342
1.795	0.974971	-0.0635482
1.796	0.974749	-0.0638624
1.797	0.974525	-0.0641768
1.798	0.9743	-0.0644915
1.799	0.974074	-0.0648064
1.8	0.973848	-0.0651216
1.801	0.97362	-0.065437
1.802	0.973391	-0.0657527
1.803	0.973162	-0.0660686
1.804	0.972931	-0.0663848
1.805	0.972699	-0.0667012
1.806	0.972467	-0.0670179
1.807	0.972233	-0.0673347
1.808	0.971999	-0.0676519
1.809	0.971763	-0.0679693
1.81	0.971527	-0.0682869
1.811	0.97129	-0.0686047
1.812	0.971051	-0.0689228
1.813	0.970812	-0.0692412
1.814	0.970571	-0.0695598
1.815	0.97033	-0.0698786
1.816	0.970088	-0.0701976
1.817	0.969845	-0.0705169
1.818	0.9696	-0.0708365
1.819	0.969355	-0.0711562
1.82	0.969109	-0.0714762
1.821	0.968862	-0.0717965
1.822	0.968614	-0.072117
1.823	0.968365	-0.0724377
1.824	0.968115	-0.0727587
1.825	0.967864	-0.0730798
1.826	0.967612	-0.0734013
1.827	0.967359	-0.0737229
1.828	0.967105	-0.0740448
1.829	0.96685	-0.074367
1.83	0.966594	-0.0746893
1.831	0.966338	-0.0750119
1.832	0.96608	-0.0753348
1.833	0.965821	-0.0756578
1.834	0.965561	-0.0759811
1.835	0.965301	-0.0763046
1.836	0.965039	-0.0766284
1.837	0.964777	-0.0769524
1.838	0.964513	-0.0772766
1.839	0.964248	-0.077601
1.84	0.963983	-0.0779257
1.841	0.963717	-0.0782506
1.842	0.963449	-0.0785758
1.843	0.963181	-0.0789011
1.844	0.962911	-0.0792267
1.845	0.962641	-0.0795525
1.846	0.96237	-0.0798786
1.847	0.962098	-0.0802049
1.848	0.961824	-0.0805314
1.849	0.96155	-0.0808581
1.85	0.961275	-0.081185
1.851	0.960999	-0.0815122
1.852	0.960722	-0.0818396
